year,location,educational_qualification,field_of_study,gender,age_group,population_group,median_income,number_graduates
2014,British Columbia,"Career, technical or professional training certificate",Health and related fields [10],Man,35 to 64 years,Filipino,66200.0,20.0
2014,British Columbia,"Career, technical or professional training certificate",Health and related fields [10],Man,35 to 64 years,Not a visible minority,52500.0,70.0
2014,British Columbia,"Career, technical or professional training certificate",Health and related fields [10],Woman,15 to 34 years,Chinese,40500.0,80.0
2014,British Columbia,"Career, technical or professional training certificate",Health and related fields [10],Woman,15 to 34 years,Filipino,53900.0,100.0
2014,British Columbia,"Career, technical or professional training certificate",Health and related fields [10],Woman,15 to 34 years,Not a visible minority,40200.0,930.0
2014,British Columbia,"Career, technical or professional training certificate",Health and related fields [10],Woman,15 to 34 years,South Asian,44900.0,80.0
2014,British Columbia,"Career, technical or professional training certificate",Health and related fields [10],Woman,35 to 64 years,Chinese,52800.0,40.0
2014,British Columbia,"Career, technical or professional training certificate",Health and related fields [10],Woman,35 to 64 years,Filipino,52200.0,90.0
2014,British Columbia,"Career, technical or professional training certificate",Health and related fields [10],Woman,35 to 64 years,Not a visible minority,42700.0,430.0
2014,British Columbia,"Career, technical or professional training certificate",Health and related fields [10],Woman,35 to 64 years,South Asian,53800.0,60.0
2014,British Columbia,"Career, technical or professional training certificate",Humanities [3],Woman,15 to 34 years,Not a visible minority,32200.0,40.0
2014,British Columbia,"Career, technical or professional training certificate","Mathematics, computer and information sciences [7]",Man,15 to 34 years,Not a visible minority,54900.0,30.0
2014,British Columbia,"Career, technical or professional training certificate","Mathematics, computer and information sciences [7]",Man,35 to 64 years,Not a visible minority,63700.0,40.0
2014,British Columbia,"Career, technical or professional training certificate","Mathematics, computer and information sciences [7]",Woman,15 to 34 years,Not a visible minority,45700.0,30.0
2014,British Columbia,"Career, technical or professional training certificate","Mathematics, computer and information sciences [7]",Woman,35 to 64 years,Not a visible minority,57300.0,30.0
2014,British Columbia,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Man,15 to 34 years,Chinese,43300.0,30.0
2014,British Columbia,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Man,15 to 34 years,Filipino,33800.0,20.0
2014,British Columbia,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Man,15 to 34 years,Not a visible minority,58000.0,440.0
2014,British Columbia,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Man,15 to 34 years,South Asian,67900.0,20.0
2014,British Columbia,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Man,35 to 64 years,Not a visible minority,82400.0,190.0
2014,British Columbia,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Woman,15 to 34 years,Chinese,17700.0,20.0
2014,British Columbia,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Woman,15 to 34 years,Not a visible minority,29000.0,330.0
2014,British Columbia,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Woman,35 to 64 years,Not a visible minority,24400.0,70.0
2014,British Columbia,"Career, technical or professional training certificate",Social and behavioural sciences and law [4],Man,15 to 34 years,Not a visible minority,62900.0,30.0
2014,British Columbia,"Career, technical or professional training certificate",Social and behavioural sciences and law [4],Man,35 to 64 years,Not a visible minority,52200.0,30.0
2014,British Columbia,"Career, technical or professional training certificate",Social and behavioural sciences and law [4],Woman,15 to 34 years,Chinese,51500.0,30.0
2014,British Columbia,"Career, technical or professional training certificate",Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,39300.0,360.0
2014,British Columbia,"Career, technical or professional training certificate",Social and behavioural sciences and law [4],Woman,15 to 34 years,South Asian,35000.0,60.0
2014,British Columbia,"Career, technical or professional training certificate",Social and behavioural sciences and law [4],Woman,35 to 64 years,Chinese,54200.0,40.0
2014,British Columbia,"Career, technical or professional training certificate",Social and behavioural sciences and law [4],Woman,35 to 64 years,Not a visible minority,34000.0,170.0
2014,British Columbia,"Career, technical or professional training certificate","Visual and performing arts, and communications technologies [2]",Man,15 to 34 years,Chinese,33700.0,20.0
2014,British Columbia,"Career, technical or professional training certificate","Visual and performing arts, and communications technologies [2]",Man,15 to 34 years,Not a visible minority,37600.0,90.0
2014,British Columbia,"Career, technical or professional training certificate","Visual and performing arts, and communications technologies [2]",Woman,15 to 34 years,Chinese,40700.0,50.0
2014,British Columbia,"Career, technical or professional training certificate","Visual and performing arts, and communications technologies [2]",Woman,15 to 34 years,Not a visible minority,36900.0,160.0
2014,British Columbia,"Career, technical or professional training certificate","Visual and performing arts, and communications technologies [2]",Woman,35 to 64 years,Not a visible minority,20700.0,20.0
2014,British Columbia,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Man,15 to 34 years,Not a visible minority,73700.0,70.0
2014,British Columbia,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Woman,15 to 34 years,Not a visible minority,46000.0,100.0
2014,British Columbia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Chinese,55900.0,130.0
2014,British Columbia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Filipino,51800.0,40.0
2014,British Columbia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,63500.0,390.0
2014,British Columbia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,South Asian,59400.0,60.0
2014,British Columbia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,35 to 64 years,Not a visible minority,68300.0,60.0
2014,British Columbia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,75100.0,50.0
2014,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Chinese,51200.0,140.0
2014,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Filipino,46500.0,30.0
2014,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Not a visible minority,54600.0,280.0
2014,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,South Asian,50500.0,120.0
2014,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,35 to 64 years,Not a visible minority,43800.0,30.0
2014,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Chinese,44000.0,120.0
2014,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Filipino,45100.0,30.0
2014,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,44300.0,490.0
2014,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,South Asian,36500.0,60.0
2014,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,35 to 64 years,Chinese,43300.0,30.0
2014,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,43200.0,130.0
2014,British Columbia,"Career, technical or professional training diploma",Education [1],Man,15 to 34 years,Not a visible minority,90100.0,20.0
2014,British Columbia,"Career, technical or professional training diploma",Education [1],Man,35 to 64 years,Not a visible minority,115900.0,80.0
2014,British Columbia,"Career, technical or professional training diploma",Education [1],Woman,35 to 64 years,Not a visible minority,80000.0,120.0
2014,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Man,15 to 34 years,Chinese,49200.0,20.0
2014,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Man,15 to 34 years,Filipino,75300.0,20.0
2014,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Man,15 to 34 years,Not a visible minority,75300.0,120.0
2014,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Chinese,66900.0,70.0
2014,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Filipino,61900.0,30.0
2014,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Not a visible minority,61600.0,410.0
2014,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,South Asian,65700.0,70.0
